spamorham,label,sms
spam ,1,ব্লাড ডোনেশন করে আপনি বাঁচাতে পারেন অনেক রোগীর প্রাণ।
spam ,1,বিনামূল্যে হেপাটাইটিস বি পরীক্ষা করান।
spam ,1,আপনার ফুড পান্ডা ট্যাব থেকে পান্ডা গো সার্ভিসটি ব্যবহার করুন।
spam ,1,পিকআপ ফিচার ।
spam ,1,কাস্টমারদের ব্রাউজিং উৎসাহিত করতে আপনার পণ্যের ক্যাটাগরি নির্বাচন করুন।
spam ,1,আমাদের কাছে পাচ্ছেন তুলতুলে জাপানিজ প্যানকেক।
spam ,1,আপনি কি রান্না শিখতে চান?
spam ,1,৪.৫জিবি (বোনাসসহ) ৯৮টাকা ৭দিন। ডায়াল *১২১*৩০৯৮# বা https://mygp.li/wQ
spam ,1,লটারিতে যোগদান করতে আপনার ফোন নাম্বার দিয়ে লগইন করুন।
spam ,1,আপনার হোয়াটসঅ্যাপ নাম্বার শেয়ার করে যাতে নিন আকর্ষণীয় পুরস্কার।
spam ,1,অডিও চ্যাট করুন ফ্রিতে।
spam ,1,রান্না শিখতে লগইন করুন bd cooking.com এ।
spam ,1,১০০০ টাকা ফ্রিতে পেতে ৫০ বিকাশ করুন।
spam ,1,দেখেই লোভ লেগে যাবে আমাদের পণ্যে।
spam ,1,রিয়াল মাদ্রিদ বনাম ম্যানচেস্টার সিটি খেলা দেখুন ফ্রিতে।
spam ,1,ফ্রী খেলা দেখতে আমাদের সাইটে লগইন করুন। www.sportzifytv.com
spam ,1,আপনার বন্ধুর ফোন নাম্বার শেয়ার করে জিতে নিন কুইজের টিকেট।
spam ,1,অভিনন্দন  আপনি 150 টাকা জিতেছেন।
spam ,1,আমাদের সাইটে নিরাপদ ব্যাটিং করতে লগইন করুন www.11x.com
spam ,1,ড্রিম ইলেভেনে আইপিএল বাজি ধরুন।
spam ,1,ওভারপ্রতি বাজি ধরুন ড্রিম ইলেভেনে।
spam ,1,ড্রিম ইলেভেনে থাকছে প্রতি বলে ব্যাটিং করার  সুযোগ।
spam ,1,ম্যাচ প্রতি ব্যাটিং করে টাকা ইনকাম করুন 1x এ।
spam ,1,ব্যাটিং করে আইফোন জিতুন একদম ফ্রি।
spam ,1,আপনি পাচ্ছেন ফ্রিতে মাল্টিন্যাশনাল কোম্পানিতে চাকরির সুযোগ।
spam ,1,চাকরির আবেদনের জন্য আপনার সিভি জমা দিন এবং আপনার পার্সোনাল ডাটা দিন।
spam ,1,অভিনন্দন আপনি বেটিং এর জন্য নির্বাচিত হয়েছেন।
spam ,1,লগইন করলে আপনি পাচ্ছেন বিনামূল্যে ১৫০০ কয়েন ।
spam ,1,দেরি না করে এখনি লগইন করুন।
spam ,1,আপনার রান্নার রেসিপি দেখিয়ে জিতে নিন আকর্ষণীয় পুরস্কার।
spam ,1,১৫০০ টাকার পণ্য কিনুন মাত্র ১৫০ টাকায় দারাজে।
spam ,1,ব্যাটিং করে প্রতিদিন মানুষ জিতছে একটি করে আকর্ষণীয় কার।
spam ,1,আইএলটিএস ছাড়া অস্ট্রেলিয়ায় স্কোলার সহ পড়ার সুযোগ থাকছে আমাদের কাছে।
spam ,1,দেশেরা রবি ইন্টারনেট 5 জিবি কিনুন 55 টাকায় ডায়াল*437#
spam ,1,অটো টিউন এ হৃদয় খানের গান সেভ করুন একদম ফ্রি।
spam ,1,বিদ্যুৎ ছাড়া আলোকিত হবে আপনার ঘর। লগইন করুন www.free energy.com.এ
spam ,1,"২৭ জিবি ইন্টারনেট পাচ্ছেন ২৭০ টাকায় , ডায়াল *২১৪*৫৬#"
spam ,1,অভিনন্দন আপনি জিতেছেন ৩০ জিবি ইন্টারনেট।
spam ,1,অভিনন্দন আপনি পুরস্কার জিতেছেন। আপনার পুরস্কারটি গ্রহণ করতে ২৫০ টাকা বিকাশ করে আপনার নিকটস্থ ডাক অফিস থেকে গ্রহণ করুন।
spam ,1,ড্রিম ইলেভেন ব্যাটিং সাইটে থাকছে বিকাশ পেমেন্টের সুযোগ।
spam ,1,ড্রিম এলেভেন ব্যাটিং সাইটে থাকতে বিকাশ উইথড্র সুযোগ।
spam ,1,বিকাশের মাধ্যমে আপনার প্রিয়জনকে টাকা পাঠানো একদম ফ্রি।
spam ,1,আমাদের সাইট থেকে ট্রেনের টিকেট কাটুন একদম ফ্রি।
spam ,1,বসন্তের পিঠা উৎসবে আপনাকে স্বাগতম। আপনার হাতে বানানো পিঠা আমাদের সাইটে প্রদর্শন করুন।
spam ,1,আপনার বাড়িতে কি থাকার জায়গা হবে একদিন ফ্রী।
spam ,1,ঢাকায় আসার পর আমি ঠিকানা দিলে চলে আসবেন একা।
spam ,1,আয় আয় বন্ধুরা ফিরে আয় গানটি অটো টিউনে সেভ করুন।
spam ,1,ইলেকট্রিক পণ্য ক্রয় করুন আমাদের পেজ থেকে।
spam ,1,পণ্য ক্রয় করলে আপনি পেতে পারেন ৪০% পর্যন্ত ডিসকাউন্ট অথবা একদম ফ্রি পণ্য।
spam ,1,বাংলাদেশ শ্রীলংকা প্রথম ওয়ানডে দেখুন লাইভ Toffee তে।
spam ,1,বাংলাদেশ শ্রীলংকা দ্বিতীয় ওয়ানডে দেখুন লাইভ Toffee তে।
spam ,1,আর নয় ঈদে বাড়ি যাওয়ার চিন্তা । কুইজে অংশগ্রহণ করে আপনি জিততে পারেন আপনার নিজে বাড়ি যাওয়ার ঈদের টিকিট।
spam ,1,হিমালয় পর্বত ভ্রমণ করুন আমাদের সাথে একদম ফ্রি।
spam ,1,আমার কোন বন্ধু নাই আপনি কি আমার বন্ধু হবেন?
spam ,1,দয়া করে আপনার বাবা এবং মায়ের ভোটার আইডি কার্ডের নাম্বার দিন।
spam ,1,রেজিস্ট্রেশন করে জিতে নিন আকর্ষণীয় পুরস্কার  ফ্রি তে।
spam ,1,বললাম তো দেখে ডিলেট করে দিব।
spam ,1,দুইটা ছবি দেয়া যাবে?
spam ,1,ধানের রোগ সম্পর্কে জানতে আমাদের সেমিনারে অংশগ্রহণ করুন।
spam ,1,অংশগ্রহণ করে আপনি পাবেন আকর্ষণীয় একটি ব্যাগ।
spam ,1,৫৫ জিবি ইন্টারনেট পাচ্ছেন মাত্র ৪৯৯ টাকায়।
spam ,1,অভিনন্দন আপনি পাচ্ছেন ডাক পিয়নে ৬৫% ডিসকাউন্ট
spam ,1,ডিসকাউন্ট এ  পণ্য কিনতে আমাদের সাথে যোগাযোগ করুন।
spam ,1,এর জন্য আপনাকে ২৫৫ টাকা বিকাশ করতে হবে।
spam ,1,২৫৫ টাকা বিকাশ করেই আপনি পাবেন আকর্ষণীয় পুরস্কার।
spam ,1,আপনার প্রোফাইলটি অনেক সুন্দর আমরা কি আমাদের সাইটে শেয়ার করতে পারব?
spam ,1,এতে আপনি পাবেন অনেক লাইক কমেন্ট?
spam ,1,ফেসবুকে লাইক কমেন্ট কিনতে আমাদের সাইটে যোগাযোগ করুন।
spam ,1,বন্ধ সিমের ধামাকা অফার লোফে নিন মাই রবি অ্যাপে।
spam ,1,আসুন আমরা সবাই মিলে রাসায়নিক সার ব্যবহারে সচেতনতা গড়ে তুলি। মোবাইল নাম্বার দিয়ে রেজিস্ট্রেশন করুন।
spam ,1,ইনস্টাগ্রাম এ লাইক কমেন্ট কিনতে আমাদের সাইটে যোগাযোগ করুন।
spam ,1,ইউটিউবে সাবস্ক্রিপশন কিনতে বিনামূল্যে আমাদের সাথে যোগাযোগ করুন।
spam ,1,লাইক কমেন্টের জন্য আপনার আইডি পাসওয়ার্ড আমাদের দিন।
spam ,1,এক ঘণ্টার মধ্যে আপনার আইডিতে এক হাজার ফলোয়ার যুক্ত হবে।
spam ,1,ফলোয়ার কিন্তু অনুরোধের জন্য আমাদের পাঠানো ওটিপিটি শেয়ার করুন।
spam ,1,ভালোবাসার মানুষকে ফ্রিতে খুশি করতে চাইলে আমাদের সাইট থেকে কেনাকাটা করুন।
spam ,1,লাইক ফলোয়ের মাধ্যমে ইনকাম করতে চাইলে আমাদের সাথে যোগাযোগ করুন।
spam ,1,ভালোবাসার মানুষকে ফ্রিতে এসএমএস পাঠাতে চাইলে এসএমএস কিনুন স্বল্পমূল্যে।
spam ,1,৫০০০ এসএমএস মাত্র ৫০ টাকায় ডায়াল*১৪৬*৩২৪#
spam ,1,ভোটার আইডি কার্ড দিয়ে নিবন্ধন এর মাধ্যমে পাচ্ছেন ফ্রি রবি সিম।
spam ,1,৫০ টাকা রিচার্জেই পাচ্ছেন banglalink সিম একদম ফ্রি।
spam ,1,আপনার বিকাশে ২০০০ টাকা ক্যাশ ইন হয়েছে দয়া করে ফিরিয়ে দিন।
spam ,1,একাউন্টে ব্লক না হতে চাইলে আমাদেরকে পাসওয়ার্ড দিন।
spam ,1,সাধ্যের মধ্যে পরিবারের জন্য কেনাকাটা করুন আমাদের সাইট থেকে।
spam ,1,এপেক্স এ পাচ্ছেন ৪০% ডিসকাউন্ট আপনার নিকটস্থ শোরুমে।
spam ,1,ঈদ অফারে বাটা দিচ্ছে ৩৫% ডিসকাউন্ট।
spam ,1,নিত্য প্রয়োজনীয় পণ্য স্বল্প মূল্যে কিনতে নিকটস্থ স্বপ্ন সুপার শপে ভিজিট করুন।
spam ,1,স্বপ্ন দিচ্ছে ৭৫০ টাকায় গরুর মাংস।
spam ,1,আপনার প্রতিদিনের ঘোরাঘুরির ছবি শেয়ার করে আকর্ষণীয় পুরস্কার জেতার সুযোগ থাকছে।
spam ,1,প্রিয়জনের ছবি শেয়ার করুন আমাদের সাইটে।
spam ,1,জনপ্রিয় কণ্ঠশিল্পী মমতাজের গান শুনতে ডায়াল করুন*১২৩*৪৫৬*৪#
spam ,1,আকাশে বাতাসে চল সাথী উড়ে যায় ডানা মেলে রে গানটি অডিও সেভ করতে ডায়াল করুন*৩৪২*৫৬#
spam ,1,আপনার সাথে কি মন খুলে কথা বলা যাবে। আমার কোন বন্ধু নেই।
spam ,1,আপনি কি ঢাকার বাইরে থাকেন। কোন কিছু কেনাকাটা করতে যোগাযোগ করুন।
spam ,1,আমাদের সাইটে আপনার পার্সোনাল নাম্বার দিয়ে লগইন করুন।
spam ,1,লগইন করলেই পাবেন 350 টাকা বোনাস।
spam ,1,বিনামূল্যে বই পেতে আমাদের সাইটে যোগাযোগ করুন।
spam ,1,কবিতা আবৃত্তির মাধ্যমে আপনি পেতে পারেন আকর্ষণীয় পুরস্কার।
spam ,1,আমাদের সাইটে লগইন করে আপনি পেতে পারেন সাকিব আল হাসানের সাথে দেখা করার সুযোগ।
spam ,1,অভিনন্দন আপনি দিতেছেন শাকিব আল হাসানের ফটোগ্রাফ দেয়া একটি ব্যাট।
spam ,1,কালেক্ট করতে ৪৪০ টাকা বিকাশ করে রেজিস্ট্রেশন করুন।
spam ,1,রেজিস্ট্রেশন ছাড়া আপনার পুরস্কারটি পেয়ে যাবে অন্য একজন।
spam ,1,সেরা বন্ধুত্বের জুটির মুভি দেখতে চরকিতে সাবস্ক্রিপশন করুন।
spam ,1,আপনার তৈরি কৃত পণ্য আমাদের সাইটে দেখিয়ে বিক্রি করার সুযোগ থাকছে যোগাযোগ করুন ০১৭৩২৪৫১২৩২
spam ,1,হাতের কাজে পারদর্শী তা অর্জন করতে ফ্রী ক্যাম্পেইনে যুক্ত হন।
spam ,1,অভিনন্দন আরএফএল  শোরুমে জবের জন্য নিযুক্ত হয়েছেন। কনফার্ম করতে ২৫০ টাকা বিকাশ করুন।
spam ,1,এয়ারটেল ধামাকা অফার আজই শেষ দিন ৭ জিবি ইন্টারনেট ১৪০ টাকা ডায়াল *৩৪২*২২*৩#
spam ,1,সমুদ্রের মোহনায় উৎপন্ন ঘূর্ণিঝড়ের আপডেট পেতে আমাদের সাইটে যোগাযোগ করুন।
spam ,1,মাই জিপি অ্যাপ এর মাধ্যমে আপনি পাচ্ছেন ২৪ ঘন্টা আবহাওয়া পূর্বাভাসের সংবাদ https //mygp.com
spam ,1,বন্ধ সিমে ফিরে আসলেই থাকতে ধামাকা অফার।
spam ,1,দুই বছর পূর্তি উপলক্ষে আমরা দিচ্ছি ডিসকাউন্ট।
spam ,1,অফারে আপনার পণ্য লোকে নিতে আমাদের সাইটে যোগ দিন।
spam ,1,আপনি কি সাদামাটা জীবন যাপন করছেন।
spam ,1,বিদেশ গিয়ে উন্নত জীবন যাপন করুন।
spam ,1,আইএলটিএস ছাড়া কানাডার ভিসা সংগ্রহ করুন।
spam ,1,"এম ই পি কেবল দিয়ে বাড়ি করুন, আপনার পরিবার নিয়ে নিরাপদ থাকুন।"
spam ,1,বি এস আর এম রড বাংলাদেশের সেরা রড।
spam ,1,আপনার বাড়ি থাকুক নিরাপদে।
spam ,1,অনলাইন বিডিতে আপনাকে স্বাগতম।
spam ,1,৭০% পর্যন্ত ডিসকাউন্টে কেনাকাটা করুন।
spam ,1,আমরাই দিচ্ছি সর্বোচ্চ ডিসকাউন্ট বাংলাদেশের মধ্যে।
spam ,1,স্বপ্ন আমার বাংলাদেশ গানটি অটো টিউন সেভ করুন। চার্জ প্রযোজ্য।
spam ,1,কেবল বিডিতে আপনাকে স্বাগতম।
spam ,1,বিনামূল্যে ইন্টারনেট সংযোগ দিচ্ছে আমরাই।
spam ,1,ফ্রি ওয়াইফাই সুবিধা নিন।
spam ,1,স্বল্পমূল্যে ওয়াইফাই শুধু আমরাই দিচ্ছি।
spam ,1,বিজলী কেবল আপনাকে স্বাগতম
spam ,1,ছারপোকা দমনে ব্যর্থ যোগাযোগ করুন বিডি ক্লিনে।
spam ,1,বঙ্গ তে দেখুন হৃত্বিক রোশনের ছবি।
spam ,1,হির আসমানী গানটি অডিও সেভ করতে ডায়াল করুন*৫৪*৩২#
spam ,1,ধামাকা অফার মাস ব্যাপী ইন্টারনেট কিনুন ১১৯৯ টাকায়।
spam ,1,শীতের পিঠা উৎসবে আপনাকে স্বাগতম।
spam ,1,আপনি কি আমাদের থেকে পিঠা কিনতে চান। আদি যোগাযোগ করুন পিঠাপুলিতে।
spam ,1,হিরো আলম অভিনীত প্রথম সিনেমা দেখুন।
spam ,1,শাকিব খান অভিনীত ঈদের ছবি দেখুন ফ্রিতে।
spam ,1,শাওন ভাইয়ের সালাম নিন নৌকা মার্কায় ভোট দিন ভোলা ৩ আসন।
spam ,1,ঈদ মোবারক । দক্ষিণ সিটি কর্পোরেশন
spam ,1,ঈদের আনন্দ হোক ঘরে ঘরে বাটা।
spam ,1,ঈদ মানে আনন্দ ঈদ মানে খুশি। এর সাথে আপনি আপনার পরিবারের জন্য কেনাকাটা করুন আমাদের শোরুম থেকে।
spam ,1,দেশ সেরা অফার পেতে ডায়াল করুন*৪৩*৫৪#
spam ,1,আপনি পাচ্ছেন ২৪ জিবি পর্যন্ত বোনাস।
spam ,1,ঘরের বাজার বিডিতে আপনাকে স্বাগতম।
spam ,1,অর্গানিক পণ্য আমরাই দিচ্ছি ফুল ক্যাশ ইন ডেলিভারিতে।
spam ,1,আপনার মনের মত চাকরি খুঁজছেন?
spam ,1,আপনার মনের মত চাকরি করছেন?
spam ,1,জব ফেয়ারে  আপনাকে স্বাগতম।
spam ,1,আপনার প্রিয় গায়ক গায়িকার গান সাজেস্ট করুন।
spam ,1,আপনার প্রিয় কল লিস্ট আমাদের সাথে শেয়ার করুন।
spam ,1,বাদশা আসছে বাংলাদেশ আমাদের মাধ্যমে টিকেট সংগ্রহ করুন।
spam ,1,৫৯৫ টাকায় গরুর গোশত কিনতে রেজিস্ট্রেশন করুন।
spam ,1,সেহরি ও ইফতারের জাগিয়ে দেওয়ার মানুষ খুজছেন।
spam ,1,আপনি কি নিরাপত্তা জনিত সমস্যায় ভুগছেন। আমরা দিচ্ছি টুয়েন্টি ফোর সেভেন সিকিউরিটি সহ বাড়িভাড়া।
spam ,1,চলছে ঈদ অফার আপনার পছন্দের পণ্যটি নির্বাচন করুন।
spam ,1,হোলসেল বিডিতে আপনাকে স্বাগতম।
spam ,1,দেখতে দেখতে আরো একটি ঈদ চলে এলো আপনার নিকটস্থ শোরুম থেকে কেনাকাটা করুন কুফন এর মাধ্যমে।
spam ,1,ও মদিনার বুলবুলি গজলটি সেট করতে ডায়াল করুন*১২১*৫৩#
spam ,1,সারাদিন রোজা রাখার পর ইফতারিতে শোরুম মধুর গজল।
spam ,1,জীবন বীমা কর্পোরেশনে আপনাকে স্বাগতম।
spam ,1,আপনার নিকটস্থ কাউন্টার থেকে বিআরটিসি'র বাস টিকেট সংগ্রহ করুন বিনামূল্যে।
spam ,1,বিনামূল্যে চোখের চিকিৎসা নিন । চোখকে ভালো রাখুন।
spam ,1,ফ্রি জব ক্যাম্পে এনে আপনাকে স্বাগতম।
spam,1,"রমজানুল মুবারক! অরেঞ্জ ক্লাব মেম্বারদের জন্য Tasty Treat দিচ্ছে সকল ফুড আইটেমের উপর ১০% ডিসকাউন্ট। অফারটি পেতে ভিজিট MyBL অ্যাপ https://mybl.digital/Vtcn অথবা ""BLTRT"" লিখে পাঠিয়ে দিন ৫৬৭৮ নম্বরে।"
spam ,1,"LABAID এ বাংলালিংক অরেঞ্জ ক্লাব গ্রাহকরা চিকিৎসা সেবায় পাচ্ছেন সর্বোচ্চ ২০% পর্যন্ত ছাড় । অফারটি পেতে ভিজিট MyBL অ্যাপ https://mybl.digital/Vtcn অথবা ""BLLAID"" লিখে পাঠিয়ে দিন ৫৬৭৮ নম্বরে।"
spam,1,"ঈদের শপিং এবার হোক আরো স্পেশাল। বাংলালিংক অরেঞ্জ ক্লাব মেম্বাররা ""Crocodile Bangladesh"" এর ঈদ কালেকশনে ১৫% ছাড় পেতে দেখুন MyBL অ্যাপ https://mybl.digital/Tv8A অথবা ""BLCCBD"" লিখে পাঠিয়ে দিন ৫৬৭৮ নম্বরে"
spam,1,"ঈদের কেনাকাটা এবার হোক আরো স্পেশাল। শুধুমাত্র বাংলালিংক অরেঞ্জ ক্লাব মেম্বাররা ""Country Boy Lifestyle"" থেকে ঈদ কালেকশনে ১০% ছাড় পেতে ভিজিট-https://mybl.digital/Vtcn বা ""BLCB"" লিখে পাঠিয়ে দিন ৫৬৭৮-এ।"
spam,1,"ঈদের শপিং এবার হোক আরো স্পেশাল। শুধুমাত্র বাংলালিংক অরেঞ্জ ক্লাব মেম্বাররা ""QRIUS"" এর ঈদ ক্যালেকশনের উপর পাচ্ছেন ১০% ছাড়। ভিজিট MyBL অ্যাপ https://mybl.digital/Vtcn অথবা ""QRIUS"" লিখে পাঠিয়ে দিন ৫৬৭৮  এ"
spam,1,"অরেঞ্জ ক্লাব মেম্বারদের জন্য Tasty Treat দিচ্ছে সকল ফুড আইটেমের উপর ১০% ডিসকাউন্ট। অফারটি পেতে ভিজিট MyBL অ্যাপ https://mybl.digital/Vtcn অথবা ""BLTRT"" লিখে পাঠিয়ে দিন ৫৬৭৮ নম্বরে।"
spam,1," রিচার্জেই ক্যাশব্যাক MyBL অ্যাপ-এ:	
৳২৪৯ রিচার্জে ৳৩০ ক্যাশব্যাক+৩০জিবি-৭দিন
৳৪৯৮ রিচার্জে ৳৩৫ ক্যাশব্যাক+১৫জিবি+৩০০মিঃ-৩০দিন"
spam,1,ধামাকা সব অফার পেতে আমাদের অ্যাপ এ যোগাযোগ করুন।
ham,0,"SINGER থেকে মাইক্রোওয়েভ ওভেন কিনে ৪ দিন ৩ রাত ঘুরে আসুন ইস্তাম্বুলে। এছাড়াও থাকছে ৩,৫০০ টাকা পর্যন্ত নিশ্চিত ডিসকাউন্ট"
ham,0,আইসক্রিম বিক্রি তে নাকি অনেক লাভ 
ham,0,মা থাকতে মূল্য না দিলে মা মরে গেলে হাজারো কেঁদে কোন লাভ নেই 
ham,0,এগুলো তো বরবটি না কাচা ফরাস খায় আগে কখনও দেখি নাই
ham,0,"আপনি যেটা দু বার ধরে করেছেন , ওটা একবারেই হয়ে যেতো । 
মানে আমরা সাধারণত যেভাবে অন্যান্য সবজি ভাজি।"
ham,0,"অসাধারণ,আপনার জন্য যে কতকিছু জানতে পারছি,সত্যি অবাক করার মতো অভিঙ্গতা হলো।নববর্ষের আগাম শুভেচ্ছা রইলো আপনাদের জন্য।"
ham,0,ধন্যবাদ দিদি এত সুন্দর একটা ব্লগ দেখাবার জন্য। খুব সুন্দর লাগলো।
ham,0,আগাম শুভ নববর্ষের শুভেচ্ছা জানাই সকলকে  সবাই ভালো থাকুন সুস্থ থাকুন
ham,0,কাল থেকে অপেক্ষায় ছিলাম এই ব্লগটা দেখার জন্য আপনার ব্লগ দেখতে আমার খুবই ভালো লাগে।
ham,0,"দারুন লাগলো ভিডিও,,, দূরে থেকেও এত সুন্দর করে দেখলাম,, সে শুধু আপনার জন্যই সম্ভব হল,, খুব ভালো থাকুন ,,, এত সুন্দর সুন্দর ভিডিও দূর থেকেই তুলে ধরুন আমাদের জন্য,, অনেক অনেক শুভেচ্ছা রইল "
ham,0,খুব সুন্দর খুব ভালো লাগলো দিদি। আপনার সঙ্গে সঙ্গে আমরাও দেখে নিলাম 
ham,0,ওই দেশের মানুষ কতো এগিয়ে আছে। আর আমাদের দেশের মানুষ এখনো লক্ষীর ভান্ডার এর ফর্ম পূরণ করার জন্য দৌঁছচ্ছে
ham,0,খুব সুন্দর লাগল মনে হলো একদম একটা স্বপ্ন নগরী।
ham,0,কি দারুন লাগছে আবার ট্রেনিং নিয়ে প্লেন ও চালানো যায় স্বপ্ন  
ham,0,মিরপুর ৬ তে আজকে কেউ হোমমেড ভালো মানের ১ কেজি জর্দা ডেলিভারি দিতে পারবেন??
ham,0,জীবনে কখনো এরকম সুন্দর সময় আসবে ভাবিনি!!
ham,0,আমাদের বাসার সাথে আমি প্রতি দিন জাই আর কিছু জানতে চাই না আপনার কিছু জানার থাকলে বলতে পারে
ham,0,বোনদের সাথে ঘুরতে পারতাম ভাল হত।
ham,0,"ঘুরা পর্যন্ত ই সুন্দর,তবে খাবারের মান ওদের অর্ধ যুগে ও ভালো করতে পারে নাই,"
ham,0,খুব সুন্দর জায়গাটা আসলেই অনেক দেখার মত একটা জায়গা সত্যি তোমাদের চারজনকে অনেক সুন্দর লাগছিল অনেক সুন্দর দেখা যাচ্ছিল সুইমিংপুলে সত্যি মজা করা যায় সবকিছু মিলিয়ে ভিডিও টা অনেক ভালো লাগলো
ham,0,এগুলো তো বরবটি না কাচা ফরাস খায় আগে কখনও দেখি নাই
ham,0,"Ielts শুরু করতে চাই কি ভাবে কি করবো মাথায় ধরতাছে না 
বড় ভাইদের পরামর্শ চাচ্ছি "
ham,0,আলহামদুলিল্লাহ্ মাননীয় প্রধানমন্ত্রীর সাথে আমি !
ham,0,ফনডেন্ট কি ফ্রিজে রাখতে হয়?
ham,0,জীবনে কখনো এরকম সুন্দর সময় আসবে ভাবিনি!!
ham,0,যদি বলি আমার প্রতিটা রাত 
ham,0,"বিটিআরসি অফিস এখন নতুন ঠিকানায় নিজস্ব ভবনে, প্লট: ই-৫/এ, আগারগাঁও প্রশাসনিক এলাকা, শেরে-বাংলা নগর, ঢাকা-১২০৭"
ham,0,"""প্রমোশনাল এসমএস না চাইলে *৭# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"""
ham,0,আমার দেবর ও ননদ কে পড়ানোর জন্য একজন শিক্ষক লাগবে।
ham,0,আপনি কি বুঝতে পারছেন 
ham,0,আপনি কী দুশ্চিন্তায় ভুগছেন 
ham,0,আপনাকে একটা কথা বলার ছিল 
ham,0,যদি বৃষ্টি না হয়
ham,0,আজকে মঙ্গলবার
ham,0,আজকে আস বেন
ham,0,আজকে তো আসার  ডেট না
ham,0,কালকে পড়া যেন পাই সব
ham,0,পড়া শেষ করছেন?
ham,0,তোমার বাড়ি কত দূরে?
ham,0,আপনি কেমন আছেন?)
ham,0,"আমি ভালো আছি, ধন্যবাদ।"
ham,0,আজকের বছরটা খুব গরম। 
ham,0,কেমন কাটছে আপনার দিন?
ham,0,"খুব ভালো আছে, আপনার কি অবস্থা?"
ham,0,আজ কি করবেন? )
ham,0,আমি কিছু বই পড়তে চাই। 
ham,0,তুমি কি আমার সাথে বই পড়বে? 
ham,0,"হ্যাঁ, আমি তোমার সাথে পড়তে চাই।"
ham,0,আমি খাবার প্রস্তুত করতে যাচ্ছি।
ham,0,কি খাবেন আজ? 
ham,0,আমি রান্না করতে পারি।
ham,0,তুমি আমার সাথে খাওয়া চাও? 
ham,0,"হ্যাঁ, আমি খুব ভুক্ত আছি। "
ham,0,তোমার বাড়ি কত দূরে?
ham,0,আমার বাড়ি অনেক নিকটে। 
ham,0,তুমি কি পড়াশোনা করতে পছন্দ কর?
ham,0,"হ্যাঁ, আমি পড়াশোনা করতে পছন্দ করি। "
ham,0,তুমি কি বাস্তব জীবনে কি করে পেশায় নিয়ে চলছ?
ham,0,আমি একটি শিক্ষক। 
ham,0,তুমি কি কেউ আছে তোমার সাথে? 
ham,0,"হ্যাঁ, আমার বন্ধু আছে। "
ham,0,তুমি কি ভালোবাসো? 
ham,0,"হ্যাঁ, আমি আমার পরিবার ও বন্ধুদের ভালোবাসি।"
ham,0,আমি তোমার সাথে একটু সময় কাটাতে চাই|
ham,0,আমি তোমাকে মিলতে খুব খুশি। 
ham,0,আমি আজ একটি সিনেমা দেখতে যাচ্ছি। 
ham,0,তুমি কি আমার সাথে যাও?
ham,0,"হ্যাঁ, আমি আমার সাথে যাই। "
ham,0,তুমি কি আমার বাস্তবিক বন্ধু? 
ham,0,আমরা আজ গাছ বৃদ্ধি করার জন্য এসেছি।
ham,0,আপনি গাছ গড়ার জন্য কোন স্থান নির্ধারণ করেছেন?
ham,0,এখানে একটি খুব সুন্দর স্থান রয়েছে গাছ গড়ার জন্য।
ham,0,আমরা কোন ধরণের গাছ গড়ব?
ham,0,"আমরা আম গাছ, লেবু গাছ এবং আম গাছ গড়ব।"
ham,0,আমরা কতগুলি গাছ গড়ব? আমরা ২০ টি গাছ গড়ব।
ham,0,আপনি এই পরিমাণের গাছ পরিচালনা করতে সক্ষম হবেন?
ham,0,"হ্যাঁ, আমি এই পরিমাণের গাছ পরিচালনা করতে সক্ষম।"
ham,0,গাছ গড়ার জন্য কোন নির্দিষ্ট পণ্য প্রয়োজন?
ham,0,"হাঁ, আমাদের প্রথমে মাটি, কম্পোস্ট এবং উরিয়া প্রয়োজন হবে।"
ham,0,আমরা কি পরিমাণের মাটি প্রয়োজন পাব?
ham,0,"হ্যাঁ, আমাদের প্রয়োজন হবে প্রায় ৫০ কেজি মাটি।"
ham,0,আমরা কি গাছের জন্য কম্পোস্ট প্রয়োজন পাব?
ham,0,"হ্যাঁ, আমাদের প্রয়োজন হবে প্রায় ২৫ কেজি কম্পোস্ট।"
ham,0,আমরা কি গাছের জন্য উরিয়া প্রয়োজন পাব?
ham,0,"হ্যাঁ, আমাদের প্রয়োজন হবে প্রায় ১০ কেজি উরিয়া।"
ham,0,আমরা এই সমস্যা সমাধান করার জন্য কি করব?
ham,0,আমরা আমাদের কাজের দক্ষ শ্রমিকদের সাহায্য নিব।
ham,0,আমরা গাছ গড়ার জন্য কত সময় লাগবে?
ham,0,প্রায় ২ দিন সময় লাগবে আমাদের কাজ শেষ করার জন্য।
ham,0,গাছ গড়ার জন্য আমাদের কোন সমস্যা হতে পারে?
ham,0,জল সর্বনাশ বা অসহায়তা হতে পারে।
ham,0,গাছ গড়ার পর আমরা কী করব?
ham,0,পরিষ্কার ও রাখাল করার পর আমরা গাছের নিয়মিত যত্ন নেব।
ham,0,আমরা গাছ গড়ার জন্য সহায়ক সরঞ্জাম কিংবা উপায় ব্যবহার করতে পারি?
ham,0,"হ্যাঁ, এই গাছ গড়ার প্রক্রিয়াটি অনুসরণ কর"
